Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
64.0, Federal-gov,12.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,True
41.0, Private,7.0, Divorced, Other-service, Unmarried, Other, Female,0.0,0.0,40.0, United-States,False
25.0, ?,10.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,40.0, ?,False
43.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
45.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,10520.0,0.0,48.0, United-States,True
48.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States,True
60.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
45.0, Self-emp-not-inc,10.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
51.0, Private,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States,True
37.0, Federal-gov,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
22.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,30.0, United-States,False
44.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,65.0, United-States,True
27.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,False
47.0, Local-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
32.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1977.0,40.0, United-States,True
40.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,True
41.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
32.0, ?,6.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
26.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
47.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,False
55.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,False
38.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,False
24.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,15.0, United-States,False
64.0, Self-emp-not-inc,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,25.0, United-States,True
56.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
41.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,49.0, United-States,True
33.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,45.0, United-States,True
33.0, Private,15.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,42.0, United-States,True
21.0, Private,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,False
59.0, Local-gov,9.0, Widowed, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
58.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Germany,True
43.0, Local-gov,14.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
21.0, Private,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States,False
45.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
53.0, Local-gov,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, United-States,True
41.0, Private,15.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, ?,True
27.0, Private,6.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, Mexico,False
53.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, ?,True
38.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,True
31.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,True
41.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States,False
22.0, State-gov,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
43.0, Self-emp-not-inc,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,False
41.0, State-gov,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
27.0, Private,10.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0.0,0.0,35.0, United-States,False
41.0, Local-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,False
36.0, Private,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,99999.0,0.0,45.0, United-States,True
49.0, Private,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,True
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,45.0, United-States,False
58.0, Self-emp-not-inc,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States,False
35.0, Self-emp-not-inc,8.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, Trinadad&Tobago,False
30.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,True
21.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,False
29.0, Private,12.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,45.0, United-States,False
40.0, Private,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
54.0, State-gov,13.0, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,True
35.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,True
35.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,False
40.0, Private,13.0, Married-spouse-absent, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, ?,False
59.0, Private,9.0, Separated, Sales, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
43.0, Self-emp-inc,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States,False
39.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,True
51.0, Private,4.0, Separated, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,30.0, United-States,False
71.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,2964.0,0.0,60.0, United-States,False
33.0, Private,8.0, Divorced, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
28.0, Private,9.0, Divorced, Other-service, Own-child, Black, Male,0.0,0.0,35.0, United-States,False
30.0, Private,9.0, Married-spouse-absent, Sales, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
20.0, Private,3.0, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0.0,0.0,40.0, Mexico,False
51.0, Self-emp-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,False
39.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, United-States,True
62.0, Private,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,True
37.0, Private,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,60.0, ?,False
28.0, Private,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,50.0, Dominican-Republic,False
23.0, Private,9.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,48.0, South,False
39.0, Private,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,30.0, United-States,False
50.0, Self-emp-inc,13.0, Widowed, Sales, Unmarried, White, Male,0.0,0.0,65.0, United-States,True
31.0, Private,4.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
45.0, Local-gov,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,50.0, United-States,True
23.0, ?,13.0, Never-married, ?, Own-child, Other, Male,0.0,0.0,40.0, United-States,False
47.0, Private,6.0, Widowed, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
59.0, Private,9.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,18.0, United-States,False
32.0, Private,12.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,False
82.0, ?,4.0, Widowed, ?, Not-in-family, White, Male,0.0,0.0,5.0, United-States,False
49.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,2415.0,55.0, United-States,True
74.0, Federal-gov,9.0, Widowed, Other-service, Not-in-family, White, Male,0.0,0.0,17.0, United-States,False
22.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,35.0, United-States,False
32.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, Greece,False
34.0, Private,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,True
59.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,True
36.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,True
59.0, Private,7.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
47.0, Self-emp-inc,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, United-States,True
53.0, Local-gov,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,2002.0,45.0, United-States,False
25.0, Self-emp-not-inc,10.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,35.0, United-States,False
44.0, Private,13.0, Divorced, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,65.0, United-States,False
57.0, Self-emp-not-inc,15.0, Married-civ-spouse, Sales, Wife, White, Female,15024.0,0.0,35.0, United-States,True
42.0, Self-emp-not-inc,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1902.0,80.0, United-States,True
58.0, Local-gov,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
39.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,3464.0,0.0,40.0, United-States,False
32.0, ?,9.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,40.0, United-States,False
45.0, Private,4.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,48.0, United-States,False
47.0, Private,13.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0.0,0.0,35.0, United-States,True
52.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States,False
56.0, Self-emp-not-inc,2.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,25.0, ?,False
52.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
34.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,35.0, United-States,False
36.0, Self-emp-not-inc,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,False
41.0, Private,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Poland,False
30.0, Private,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, Mexico,False
44.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0.0,0.0,40.0, Puerto-Rico,False
17.0, ?,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,False
34.0, Private,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
41.0, Private,10.0, Separated, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
29.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
25.0, Private,5.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,48.0, Mexico,False
42.0, Local-gov,13.0, Separated, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
48.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,3103.0,0.0,40.0, United-States,True
26.0, Private,11.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,False
64.0, Self-emp-inc,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,20051.0,0.0,40.0, ?,True
46.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,False
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,50.0, United-States,True
49.0, State-gov,7.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
23.0, Private,10.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,20.0, United-States,False
46.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,True
30.0, Private,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,55.0, United-States,False
49.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
47.0, ?,11.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
44.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, ?,True
31.0, Private,9.0, Divorced, Craft-repair, Own-child, White, Male,0.0,1669.0,50.0, United-States,False
19.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,50.0, United-States,False
45.0, Private,12.0, Divorced, Prof-specialty, Unmarried, White, Female,5455.0,0.0,38.0, United-States,False
34.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1848.0,40.0, Peru,True
26.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
38.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,True
31.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,43.0, United-States,False
36.0, Self-emp-inc,12.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
31.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,True
30.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,False
37.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
30.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,50.0, United-States,True
21.0, ?,9.0, Married-civ-spouse, ?, Wife, Black, Female,0.0,0.0,30.0, United-States,False
73.0, Private,6.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,10.0, United-States,False
38.0, Federal-gov,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,True
30.0, Private,6.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
33.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,True
52.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,40.0, United-States,True
58.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,46.0, United-States,False
34.0, Local-gov,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,False
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
59.0, Federal-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
45.0, Private,13.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
27.0, Private,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,48.0, United-States,False
31.0, Local-gov,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, Mexico,True
45.0, Private,10.0, Never-married, Farming-fishing, Other-relative, White, Male,0.0,0.0,50.0, United-States,False
40.0, Private,9.0, Separated, Other-service, Other-relative, White, Female,0.0,0.0,25.0, United-States,False
27.0, Private,15.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
19.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,False
29.0, Private,3.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,25.0, Mexico,False
34.0, Self-emp-inc,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,72.0, United-States,False
32.0, State-gov,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
49.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Cuba,False
33.0, Private,7.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,True
74.0, ?,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,2.0, United-States,False
62.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,True
39.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,False
43.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
22.0, Private,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,60.0, United-States,False
24.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,False
76.0, ?,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Canada,True
25.0, Private,10.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
19.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,28.0, United-States,False
31.0, Private,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,41.0, United-States,False
53.0, Private,7.0, Divorced, Craft-repair, Other-relative, White, Female,0.0,0.0,40.0, United-States,False
61.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,3.0, United-States,False
47.0, Private,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, El-Salvador,False
37.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States,False
50.0, Self-emp-not-inc,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, United-States,False
27.0, Private,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,44.0, United-States,False
58.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
43.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States,False
39.0, Private,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
36.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States,False
56.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,False
26.0, Private,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,55.0, United-States,False
23.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,38.0, United-States,False
47.0, Private,7.0, Never-married, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
68.0, Private,8.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States,False
47.0, Local-gov,10.0, Never-married, Protective-serv, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
45.0, Federal-gov,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,7688.0,0.0,40.0, Guatemala,True
26.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,False
20.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,1590.0,40.0, United-States,False
46.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
37.0, Private,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States,True
37.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,False
43.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,42.0, United-States,False
59.0, Private,14.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
39.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
32.0, Private,10.0, Divorced, Farming-fishing, Not-in-family, White, Female,0.0,1590.0,54.0, United-States,False
63.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,16.0, United-States,False
45.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,True
59.0, Private,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
36.0, ?,8.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,35.0, United-States,False
26.0, Private,9.0, Never-married, Tech-support, Other-relative, White, Male,0.0,0.0,40.0, United-States,False
34.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
41.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
26.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,40.0, United-States,False
53.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
33.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States,True
46.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,True
79.0, ?,9.0, Widowed, ?, Not-in-family, Black, Female,0.0,0.0,30.0, United-States,False
31.0, Private,9.0, Widowed, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
24.0, Private,9.0, Separated, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
57.0, Local-gov,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,62.0, United-States,False
40.0, Private,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,47.0, United-States,False
41.0, Self-emp-inc,11.0, Married-civ-spouse, Sales, Husband, Other, Male,0.0,2179.0,84.0, Mexico,False
20.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,26.0, United-States,False
45.0, Private,7.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,False
27.0, Private,11.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
36.0, Private,3.0, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Mexico,False
30.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Germany,False
36.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,True
25.0, Private,9.0, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,0.0,0.0,40.0, Mexico,False
30.0, ?,10.0, Never-married, ?, Not-in-family, White, Female,0.0,1719.0,25.0, United-States,False
31.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,False
49.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,45.0, United-States,True
26.0, Private,7.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,20.0, United-States,False
25.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
29.0, Private,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
24.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,3325.0,0.0,52.0, Dominican-Republic,False
41.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,True
35.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,True
57.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,True
21.0, Private,7.0, Never-married, Priv-house-serv, Other-relative, White, Female,0.0,0.0,40.0, Mexico,False
29.0, Private,6.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,32.0, United-States,False
36.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,False
20.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,25.0, United-States,False
51.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,True
39.0, Private,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
36.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013.0,0.0,50.0, United-States,False
40.0, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,70.0, United-States,True
61.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,False
38.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,False
20.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,35.0, United-States,False
21.0, Private,9.0, Separated, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States,False
40.0, Private,9.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
46.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,False
21.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,54.0, United-States,False
35.0, Self-emp-not-inc,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,50.0, United-States,False
39.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
38.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,False
30.0, Private,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
28.0, Private,5.0, Never-married, Machine-op-inspct, Unmarried, Other, Male,0.0,0.0,40.0, Mexico,False
